Structure;Code;Label;fleche;pluri;eotp;cc;cp;groupe1;groupe2
R41GMGM;AA5R305A;XXXXXXXXXXXXXXXXX;Non;oui;AA5R305AX;R41GMGM;R41GMGM;Recherche;GMGM
R41GMGM;P12R305A;XXXXXXXXXXXXXXXXX;Non;oui;P12R305AX;R41GMGM;R41GMGM;Recherche;GMGM
R41GMGM;U16RSCHA;XXXXXXXXXXXXXXXXX;Non;Non;U16RSCHAX;R41GMGM;R41GMGM;Recherche;GMGM
R41GMGM;W12RMITO;XXXXXXXXXXXXXXXXX;oui;oui;W12RMITOX;R41GMGM;R41GMGM;Recherche;GMGM
R41GMGM;W16RFRIE;XXXXXXXXXXXXXXXXX;oui;oui;W16RFRIEX;R41GMGM;R41GMGM;Recherche;GMGM
R32ICPE;A13R342A;XXXXXXXXXXXXXXXXX;Non;oui;A13R342AX;R32ICPE;R32ICPE;Recherche;ICPE
R32ICPE;A13R342B;XXXXXXXXXXXXXXXXX;Non;oui;A13R342BX;R32ICPE;R32ICPE;Recherche;ICPE
R32ICPE;E13R342A;XXXXXXXXXXXXXXXXX;Non;oui;E13R342AX;R32ICPE;R32ICPE;Recherche;ICPE
R32ICPEE04;O12RFECH;XXXXXXXXXXXXXXXXX;Non;Non;O12RFECHX;R32ICPEE04;R32ICPEE04;Recherche;ICPE
R32ICPEE04;O12RSAVI;XXXXXXXXXXXXXXXXX;Non;Non;O12RSAVIX;R32ICPEE04;R32ICPEE04;Recherche;ICPE
R32ICPE;O15R9E14;XXXXXXXXXXXXXXXXX;Non;Non;O15R9E14X;R32ICPE;R32ICPE;Recherche;ICPE
R32ICPEE05;O16RAQUI;XXXXXXXXXXXXXXXXX;Non;Non;O16RAQUIX;R32ICPEE05;R32ICPEE05;Recherche;ICPE
R32ICPE;S09R0S02;XXXXXXXXXXXXXXXXX;Non;oui;S09R0S02X;R32ICPE;R32ICPE;Recherche;ICPE
R22ICUB;A12R340B;XXXXXXXXXXXXXXXXX;Non;oui;A12R340BX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;A12R340C;XXXXXXXXXXXXXXXXX;Non;oui;A12R340CX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;A13R340A;XXXXXXXXXXXXXXXXX;Non;oui;A13R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;A13R340B;XXXXXXXXXXXXXXXXX;Non;oui;A13R340BX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;A13R340C;XXXXXXXXXXXXXXXXX;Non;oui;A13R340CX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA4R340A;XXXXXXXXXXXXXXXXX;Non;oui;AA4R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA4R340B;XXXXXXXXXXXXXXXXX;Non;oui;AA4R340BX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA4R340C;XXXXXXXXXXXXXXXXX;Non;oui;AA4R340CX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA5R340A;XXXXXXXXXXXXXXXXX;Non;oui;AA5R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA5R340B;XXXXXXXXXXXXXXXXX;Non;oui;AA5R340BX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA5R340C;XXXXXXXXXXXXXXXXX;Non;oui;AA5R340CX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA6R340A;XXXXXXXXXXXXXXXXX;Non;oui;AA6R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA6R340B;XXXXXXXXXXXXXXXXX;Non;oui;AA6R340BX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA6R340C;XXXXXXXXXXXXXXXXX;Non;oui;AA6R340CX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;AA6R340D;XXXXXXXXXXXXXXXXX;Non;oui;AA6R340DX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;EA4R328A;XXXXXXXXXXXXXXXXX;Non;oui;EA4R328AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;EA4R340A;XXXXXXXXXXXXXXXXX;Non;oui;EA4R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;EA5R340A;XXXXXXXXXXXXXXXXX;Non;oui;EA5R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;P14R340A;XXXXXXXXXXXXXXXXX;Non;oui;P14R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;PA4R328A;XXXXXXXXXXXXXXXXX;Non;oui;PA4R328AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;PA6R340A;XXXXXXXXXXXXXXXXX;Non;oui;PA6R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;S14R340A;XXXXXXXXXXXXXXXXX;Non;oui;S14R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;SA4R340A;XXXXXXXXXXXXXXXXX;Non;oui;SA4R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;SA4R340B;XXXXXXXXXXXXXXXXX;Non;oui;SA4R340BX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;SA4R340C;XXXXXXXXXXXXXXXXX;Non;oui;SA4R340CX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;SA5R340A;XXXXXXXXXXXXXXXXX;Non;oui;SA5R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;SA5R340B;XXXXXXXXXXXXXXXXX;Non;oui;SA5R340BX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;SA5R340C;XXXXXXXXXXXXXXXXX;Non;oui;SA5R340CX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;SA6R340A;XXXXXXXXXXXXXXXXX;Non;oui;SA6R340AX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;SA6R340D;XXXXXXXXXXXXXXXXX;Non;oui;SA6R340DX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;W16RMADE;XXXXXXXXXXXXXXXXX;oui;oui;W16RMADEX;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;X12R3122;XXXXXXXXXXXXXXXXX;oui;oui;X12R3122X;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;X12R3404;XXXXXXXXXXXXXXXXX;oui;oui;X12R3404X;R22ICUB;R22ICUB;Recherche;ICUB
R22ICUB;X12R3405;XXXXXXXXXXXXXXXXX;oui;oui;X12R3405X;R22ICUB;R22ICUB;Recherche;ICUB
R42IGBM;SA4R412A;XXXXXXXXXXXXXXXXX;Non;oui;SA4R412AX;R42IGBM;R42IGBM;Recherche;IGBM
R42IGBM;SA4R412B;XXXXXXXXXXXXXXXXX;Non;oui;SA4R412BX;R42IGBM;R42IGBM;Recherche;IGBM
R42IGBM;W15RBZUP;XXXXXXXXXXXXXXXXX;oui;oui;W15RBZUPX;R42IGBM;R42IGBM;Recherche;IGBM
R42IGBM;W15RHAMI;XXXXXXXXXXXXXXXXX;oui;oui;W15RHAMIX;R42IGBM;R42IGBM;Recherche;IGBM
R42IGBM;W15RHURE;XXXXXXXXXXXXXXXXX;oui;oui;W15RHUREX;R42IGBM;R42IGBM;Recherche;IGBM
R42IGBM;W15RMAND;XXXXXXXXXXXXXXXXX;oui;oui;W15RMANDX;R42IGBM;R42IGBM;Recherche;IGBM
R42IGBM;W15RSEPH;XXXXXXXXXXXXXXXXX;oui;oui;W15RSEPHX;R42IGBM;R42IGBM;Recherche;IGBM
R42IGBM;W15RSOTO;XXXXXXXXXXXXXXXXX;oui;oui;W15RSOTOX;R42IGBM;R42IGBM;Recherche;IGBM
R42IMVH;E13R404B;XXXXXXXXXXXXXXXXX;Non;oui;E13R404BX;R42IMVH;R42IMVH;Recherche;IMVH
R42IMVH;O16RF122;XXXXXXXXXXXXXXXXX;Non;Non;O16RF122X;R42IMVH;R42IMVH;Recherche;IMVH
R42INCI;O15RGOYO;XXXXXXXXXXXXXXXXX;Non;Non;O15RGOYOX;R42INCI;R42INCI;Recherche;INCI
R42INCI;W14RCHAR;XXXXXXXXXXXXXXXXX;oui;oui;W14RCHARX;R42INCI;R42INCI;Recherche;INCI
R42INCI;W15RGASM;XXXXXXXXXXXXXXXXX;oui;oui;W15RGASMX;R42INCI;R42INCI;Recherche;INCI
R42INCI;W15RHICK;XXXXXXXXXXXXXXXXX;oui;oui;W15RHICKX;R42INCI;R42INCI;Recherche;INCI
R42INCI;W16RYALC;XXXXXXXXXXXXXXXXX;oui;oui;W16RYALCX;R42INCI;R42INCI;Recherche;INCI
R32INCS;O15RPHD4;XXXXXXXXXXXXXXXXX;Non;Non;O15RPHD4X;R32INCS;R32INCS;Recherche;INCS
R32INCS;U06RDEC9;XXXXXXXXXXXXXXXXX;Non;Non;U06RDEC9X;R32INCS;R32INCS;Recherche;INCS
R32INCS;U13RGIUS;XXXXXXXXXXXXXXXXX;Non;Non;U13RGIUSX;R32INCS;R32INCS;Recherche;INCS
R32INCS;W15REMOU;XXXXXXXXXXXXXXXXX;oui;oui;W15REMOUX;R32INCS;R32INCS;Recherche;INCS
R32IPCM;O14RNHEM;XXXXXXXXXXXXXXXXX;Non;Non;O14RNHEMX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;SA4R322A;XXXXXXXXXXXXXXXXX;Non;oui;SA4R322AX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;U14RBANH;XXXXXXXXXXXXXXXXX;Non;Non;U14RBANHX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;U14RERSE;XXXXXXXXXXXXXXXXX;Non;Non;U14RERSEX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;U16RBERC;XXXXXXXXXXXXXXXXX;Non;Non;U16RBERCX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;U16RPICH;XXXXXXXXXXXXXXXXX;Non;Non;U16RPICHX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;W14RDOUD;XXXXXXXXXXXXXXXXX;oui;oui;W14RDOUDX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;W15RERSE;XXXXXXXXXXXXXXXXX;oui;oui;W15RERSEX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;W15ROLIV;XXXXXXXXXXXXXXXXX;oui;oui;W15ROLIVX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;W15RVERL;XXXXXXXXXXXXXXXXX;oui;oui;W15RVERLX;R32IPCM;R32IPCM;Recherche;IPCM
R32IPCM;W16RBOWE;XXXXXXXXXXXXXXXXX;oui;oui;W16RBOWEX;R32IPCM;R32IPCM;Recherche;IPCM
R31IPGS;AA6R310A;XXXXXXXXXXXXXXXXX;Non;oui;AA6R310AX;R31IPGS;R31IPGS;Recherche;IPGS
R31IPGSE03;O13RAFCU;XXXXXXXXXXXXXXXXX;Non;Non;O13RAFCUX;R31IPGSE03;R31IPGSE03;Recherche;IPGS
R31IPGSE01;O13RALCH;XXXXXXXXXXXXXXXXX;Non;Non;O13RALCHX;R31IPGSE01;R31IPGSE01;Recherche;IPGS
R31IPGS;W15RSCHM;XXXXXXXXXXXXXXXXX;oui;oui;W15RSCHMX;R31IPGS;R31IPGS;Recherche;IPGS
R31IPGS;W17RZARO;XXXXXXXXXXXXXXXXX;oui;oui;W17RZAROX;R31IPGS;R31IPGS;Recherche;IPGS
R32IPHC;W15RCOUR;XXXXXXXXXXXXXXXXX;oui;oui;W15RCOURX;R32IPHC;R32IPHC;Recherche;IPHC
R32IPHC;W16RLEBI;XXXXXXXXXXXXXXXXX;oui;oui;W16RLEBIX;R32IPHC;R32IPHC;Recherche;IPHC
R42IRHM;EA6R440A;XXXXXXXXXXXXXXXXX;Non;oui;EA6R440AX;R421IRHM;R421IRHM;Recherche;IRHM
R42IRHM;O13R404B;XXXXXXXXXXXXXXXXX;Non;Non;O13R404BX;R42IRHM;R42IRHM;Recherche;IRHM
R42IRHM;O14REETM;XXXXXXXXXXXXXXXXX;Non;Non;O14REETMX;R42IRHM;R42IRHM;Recherche;IRHM
R42IRHM;O14RLOTT;XXXXXXXXXXXXXXXXX;Non;Non;O14RLOTTX;R42IRHM;R42IRHM;Recherche;IRHM
R42IRHM;O15RMOOG;XXXXXXXXXXXXXXXXX;Non;Non;O15RMOOGX;R42IRHM;R42IRHM;Recherche;IRHM
R42IRHM;O16RLCL2;XXXXXXXXXXXXXXXXX;Non;Non;O16RLCL2X;R42IRHM;R42IRHM;Recherche;IRHM
R42IRHM;U13RBAHR;XXXXXXXXXXXXXXXXX;Non;Non;U13RBAHRX;R42IRHM;R42IRHM;Recherche;IRHM
R42IRHM;W12RTRAN;XXXXXXXXXXXXXXXXX;oui;oui;W12RTRANX;R42IRHM;R42IRHM;Recherche;IRHM
R21IRMA;A09R8A32;XXXXXXXXXXXXXXXXX;Non;oui;A09R8A32X;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;A13R304A;XXXXXXXXXXXXXXXXX;Non;oui;A13R304AX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;A13R304C;XXXXXXXXXXXXXXXXX;Non;oui;A13R304CX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;AA4R304A;XXXXXXXXXXXXXXXXX;Non;oui;AA4R304AX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;AA6R304A;XXXXXXXXXXXXXXXXX;Non;oui;AA6R304AX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;O12RADMN;XXXXXXXXXXXXXXXXX;Non;Non;O12RADMNX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;O12RCOLL;XXXXXXXXXXXXXXXXX;Non;Non;O12RCOLLX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;O12RHTHE;XXXXXXXXXXXXXXXXX;Non;Non;O12RHTHEX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;O12RINFO;XXXXXXXXXXXXXXXXX;Non;Non;O12RINFOX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;O12RINVI;XXXXXXXXXXXXXXXXX;Non;Non;O12RINVIX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;O12RMISS;XXXXXXXXXXXXXXXXX;Non;Non;O12RMISSX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;O14RSEMI;XXXXXXXXXXXXXXXXX;Non;Non;O14RSEMIX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;O16R8005;XXXXXXXXXXXXXXXXX;Non;Non;O16R8005X;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;S13R304B;XXXXXXXXXXXXXXXXX;Non;oui;S13R304BX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;SA5R304A;XXXXXXXXXXXXXXXXX;Non;oui;SA5R304AX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;U07RWIUF;XXXXXXXXXXXXXXXXX;Non;Non;U07RWIUFX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;U08RBIUF;XXXXXXXXXXXXXXXXX;Non;Non;U08RBIUFX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;U16RANAN;XXXXXXXXXXXXXXXXX;Non;Non;U16RANANX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;W12RIRMI;XXXXXXXXXXXXXXXXX;oui;oui;W12RIRMIX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;W16ROPSH;XXXXXXXXXXXXXXXXX;oui;oui;W16ROPSHX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;W17RDELZ;XXXXXXXXXXXXXXXXX;oui;oui;W17RDELZX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;W17RGUIL;XXXXXXXXXXXXXXXXX;oui;oui;W17RGUILX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;W17RKHAR;XXXXXXXXXXXXXXXXX;oui;oui;W17RKHARX;R21IRMA;R21IRMA;Recherche;IRMA
R21IRMA;W17RSZOP;XXXXXXXXXXXXXXXXX;oui;oui;W17RSZOPX;R21IRMA;R21IRMA;Recherche;IRMA
R11IRCM;C14R0301;XXXXXXXXXXXXXXXXX;Non;Non;C14R0301X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;C14R0302;XXXXXXXXXXXXXXXXX;Non;Non;C14R0302X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;C14R0303;XXXXXXXXXXXXXXXXX;Non;Non;C14R0303X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O12R103A;XXXXXXXXXXXXXXXXX;Non;Non;O12R103AX;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O12R103B;XXXXXXXXXXXXXXXXX;Non;Non;O12R103BX;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O13R103C;XXXXXXXXXXXXXXXXX;Non;Non;O13R103CX;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O14R03S1;XXXXXXXXXXXXXXXXX;Non;Non;O14R03S1X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O14R03S2;XXXXXXXXXXXXXXXXX;Non;Non;O14R03S2X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O14R03S3;XXXXXXXXXXXXXXXXX;Non;Non;O14R03S3X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O14R03S4;XXXXXXXXXXXXXXXXX;Non;Non;O14R03S4X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O14R03S5;XXXXXXXXXXXXXXXXX;Non;Non;O14R03S5X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O14R03S6;XXXXXXXXXXXXXXXXX;Non;Non;O14R03S6X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O14R03S7;XXXXXXXXXXXXXXXXX;Non;Non;O14R03S7X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O14RALCA;XXXXXXXXXXXXXXXXX;Non;Non;O14RALCAX;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O16RPEA2;XXXXXXXXXXXXXXXXX;Non;Non;O16RPEA2X;R11IRCM;R11IRCM;Recherche;IRMC
R11IRCM;O16RPEA3;XXXXXXXXXXXXXXXXX;Non;Non;O16RPEA3X;R11IRCM;R11IRCM;Recherche;IRMC
R32ISIS;AA6R321A;XXXXXXXXXXXXXXXXX;Non;oui;AA6R321AX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;AA6R321B;XXXXXXXXXXXXXXXXX;Non;oui;AA6R321BX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;E12R321B;XXXXXXXXXXXXXXXXX;Non;oui;E12R321BX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;E12R321C;XXXXXXXXXXXXXXXXX;Non;oui;E12R321CX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;E13R321D;XXXXXXXXXXXXXXXXX;Non;oui;E13R321DX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA4R321A;XXXXXXXXXXXXXXXXX;Non;oui;EA4R321AX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA4R321D;XXXXXXXXXXXXXXXXX;Non;oui;EA4R321DX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA5R321A;XXXXXXXXXXXXXXXXX;Non;oui;EA5R321AX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA5R321B;XXXXXXXXXXXXXXXXX;Non;oui;EA5R321BX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA5R321C;XXXXXXXXXXXXXXXXX;Non;oui;EA5R321CX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA5R321D;XXXXXXXXXXXXXXXXX;Non;oui;EA5R321DX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA6R321A;XXXXXXXXXXXXXXXXX;Non;oui;EA6R321AX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA6R321B;XXXXXXXXXXXXXXXXX;Non;oui;EA6R321BX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;EA6R321C;XXXXXXXXXXXXXXXXX;Non;oui;EA6R321CX;R32ISIS;R32ISIS;Recherche;ISIS
P7R32ISIS;O17RCECC;XXXXXXXXXXXXXXXXX;Non;Non;O17RCECC;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RCOLA;XXXXXXXXXXXXXXXXX;Non;Non;O17RCOLA;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17REBBE;XXXXXXXXXXXXXXXXX;Non;Non;O17REBBE;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RFOND;XXXXXXXXXXXXXXXXX;Non;Non;O17RFOND;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RFUDS;XXXXXXXXXXXXXXXXX;Non;Non;O17RFUDS;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RGRIF;XXXXXXXXXXXXXXXXX;Non;Non;O17RGRIF;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RKARP;XXXXXXXXXXXXXXXXX;Non;Non;O17RKARP;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RLEHN;XXXXXXXXXXXXXXXXX;Non;Non;O17RLEHN;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RMACK;XXXXXXXXXXXXXXXXX;Non;Non;O17RMACK;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RMORA;XXXXXXXXXXXXXXXXX;Non;Non;O17RMORA;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RRIVE;XXXXXXXXXXXXXXXXX;Non;Non;O17RRIVE;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RSAMO;XXXXXXXXXXXXXXXXX;Non;Non;O17RSAMO;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RWISS;XXXXXXXXXXXXXXXXX;Non;Non;O17RWISS;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RHERM;XXXXXXXXXXXXXXXXX;Non;Non;O17RHERM;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
P7R32ISIS;O17RTORB;XXXXXXXXXXXXXXXXX;Non;Non;O17RTORB;P7R32ISIS1;P7R32ISIS;Recherche;ISIS
R32ISIS;O12RCJLS;XXXXXXXXXXXXXXXXX;Non;Non;O12RCJLSX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;O12RMORA;XXXXXXXXXXXXXXXXX;Non;Non;O12RMORAX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;O13RHERM;XXXXXXXXXXXXXXXXX;Non;Non;O13RHERMX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISISE10;O14REDCO;XXXXXXXXXXXXXXXXX;Non;Non;O14REDCOX;R32ISISE10;R32ISISE10;Recherche;ISIS
R32ISIS;O14RTORB;XXXXXXXXXXXXXXXXX;Non;Non;O14RTORBX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;O16RVTOR;XXXXXXXXXXXXXXXXX;Non;Non;O16RVTORX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;P13R321A;XXXXXXXXXXXXXXXXX;Non;oui;P13R321AX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISISE10;U16RDCOL;XXXXXXXXXXXXXXXXX;Non;Non;U16RDCOLX;R32ISISE10;R32ISISE10;Recherche;ISIS
R32ISIS;W15REBBE;XXXXXXXXXXXXXXXXX;oui;oui;W15REBBEX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;W15RLEHN;XXXXXXXXXXXXXXXXX;oui;oui;W15RLEHNX;R32ISIS;R32ISIS;Recherche;ISIS
R32ISIS;X12R3212;XXXXXXXXXXXXXXXXX;oui;oui;X12R3212X;R32ISIS;R32ISIS;Recherche;ISIS
R3JCSMTU;D11RAFM3;XXXXXXXXXXXXXXXXX;Non;Non;D11RAFM3X;R3JCSMTU;R3JCSMTU;Recherche;JC
R4JCSVIV;D11RAFM4;XXXXXXXXXXXXXXXXX;Non;Non;D11RAFM4X;R4JCSVIV;R4JCSVIV;Recherche;JC
R2JCMISI;D11RARC2;XXXXXXXXXXXXXXXXX;Non;Non;D11RARC2X;R2JCMISI;R2JCMISI;Recherche;JC
R3JCSMTU;D11RARC3;XXXXXXXXXXXXXXXXX;Non;Non;D11RARC3X;R3JCSMTU;R3JCSMTU;Recherche;JC
R4JCSVIV;D11RARC4;XXXXXXXXXXXXXXXXX;Non;Non;D11RARC4X;R4JCSVIV;R4JCSVIV;Recherche;JC
R4JCSVIV;D11RARE4;XXXXXXXXXXXXXXXXX;Non;Non;D11RARE4X;R4JCSVIV;R4JCSVIV;Recherche;JC
R4JCSVIV;D11RFDF4;XXXXXXXXXXXXXXXXX;Non;Non;D11RFDF4X;R4JCSVIV;R4JCSVIV;Recherche;JC
R3JCSMTU;D11RFRM3;XXXXXXXXXXXXXXXXX;Non;Non;D11RFRM3DX;R3JCSMTU;R3JCSMTU;Recherche;JC
R4JCSVIV;D11RFRM4;XXXXXXXXXXXXXXXXX;Non;Non;D11RFRM4DX;R4JCSVIV;R4JCSVIV;Recherche;JC
R4JCSVIV;D11RFTR4;XXXXXXXXXXXXXXXXX;Non;Non;D11RFTR4X;R4JCSVIV;R4JCSVIV;Recherche;JC
R3JCSMTU;D11RINR3;XXXXXXXXXXXXXXXXX;Non;Non;D11RINR3X;R3JCSMTU;R3JCSMTU;Recherche;JC
R3JCSMTU;D11RLNC3;XXXXXXXXXXXXXXXXX;Non;Non;D11RLNC3DX;R3JCSMTU;R3JCSMTU;Recherche;JC
R4JCSVIV;D11RLNC4;XXXXXXXXXXXXXXXXX;Non;Non;D11RLNC4DX;R4JCSVIV;R4JCSVIV;Recherche;JC
R3JCSMTU;D11RLSP3;XXXXXXXXXXXXXXXXX;Non;Non;D11RLSP3X;R3JCSMTU;R3JCSMTU;Recherche;JC
R1JCSHS;D11RLUX1;XXXXXXXXXXXXXXXXX;Non;Non;D11RLUX1X;R1JCSHS;R1JCSHS;Recherche;JC
R3JCSMTU;D11RLUX3;XXXXXXXXXXXXXXXXX;Non;Non;D11RLUX3X;R3JCSMTU;R3JCSMTU;Recherche;JC
R4JCSVIV;D11RLUX4;XXXXXXXXXXXXXXXXX;Non;Non;D11RLUX4X;R4JCSVIV;R4JCSVIV;Recherche;JC
R3JCSMTU;D11RNEU3;XXXXXXXXXXXXXXXXX;Non;Non;D11RNEU3X;R3JCSMTU;R3JCSMTU;Recherche;JC
R1JCSHS;D11RREG1;XXXXXXXXXXXXXXXXX;Non;Non;D11RREG1X;R1JCSHS;R1JCSHS;Recherche;JC
R1JCSHS;D11RREG2;XXXXXXXXXXXXXXXXX;Non;Non;D11RREG2X;R1JCSHS;R1JCSHS;Recherche;JC
R3JCSMTU;D11RREG3;XXXXXXXXXXXXXXXXX;Non;Non;D11RREG3X;R3JCSMTU;R3JCSMTU;Recherche;JC
R4JCSVIV;D11RREG4;XXXXXXXXXXXXXXXXX;Non;Non;D11RREG4X;R4JCSVIV;R4JCSVIV;Recherche;JC
R4JCSVIV;D11RSFA4;XXXXXXXXXXXXXXXXX;Non;Non;D11RSFA4X;R4JCSVIV;R4JCSVIV;Recherche;JC
R3JCSMTU;D11RSID3;XXXXXXXXXXXXXXXXX;Non;Non;D11RSID3X;R3JCSMTU;R3JCSMTU;Recherche;JC
